"MMSI","TSTAMP","LATITUDE","LONGITUDE","COG","SOG","HEADING","NAVSTAT","IMO","NAME","CALLSIGN","TYPE","A","B","C","D","DRAUGHT","DEST","ETA"
273356720,"2016-02-29 15:52:53 GMT",59.91247,30.23859,137.3,0,34,5,9616591,"DMITRIY SIROTKIN","UBFH8",90,32,11,6,4,2.5,"SPB","02-29 17:00"
248848000,"2016-02-29 15:52:40 GMT",43.41075,4.93982,250,0.1,347,1,9126704,"ATLAS WIND","9HA2547",70,86,14,8,8,4.8,"FOS SUR MER","02-27 07:00"
235083709,"2016-02-29 15:53:00 GMT",52.65938,5.60018,320.4,0,170,0,0,"PORTH DAFARCH","2EBK7",40,7,9,2,4,1.2,"URK><WMW<>URK","03-01 06:00"
477792100,"2016-02-29 15:52:28 GMT",53.53908,9.95347,25.9,0,511,5,9562037,"JIN QI","VRIW7",70,201,28,24,14,13.3,"HAMBURG","02-05 14:00"
269057394,"2016-02-29 15:53:04 GMT",51.96431,5.93826,126.9,0,511,0,0,"AMACERTO","HE7394",69,12,123,1,10,0.2,"ADAM>BASEL<ADAM","01-01 00:00"
258999189,"2016-02-29 15:52:39 GMT",59.24627,10.47437,48.8,0.2,511,5,0," SERCO TEST","LJ8C",99,0,0,0,0,0,"","01-01 01:01"
636013201,"2016-02-29 15:51:48 GMT",44.58463,37.9007,67.4,0.1,511,1,9082740,"ELISSEOS","A8LI4",70,160,30,9,21,10.6,"RU NVS","02-25 15:00"
412422880,"2016-02-29 15:49:20 GMT",19.76112,109.13524,106.5,0,511,1,0,"JINHANG1","BMON",70,63,30,7,7,5.8,"YANG  PU","02-27 06:00"
226011410,"2016-02-29 15:53:09 GMT",49.47363,0.45002,0,0,511,0,0,"ESEVE 4","FM6882",89,50,10,5,2,0.2,"ROUEN","11-26 12:00"
367637770,"2016-02-29 15:53:17 GMT",37.86352,-122.45223,166.6,16.6,511,0,0,"OSPREY","WDH6421",60,0,0,0,0,1.2,"SF WATER TAXI","01-01 00:00"
256919000,"2016-02-29 15:51:24 GMT",54.60904,5.05629,214.6,13,214,8,9698202,"V DUE","9HA4037",70,141,40,20,10,10,"BR ITQ","03-15 03:00"
477203100,"2016-02-29 15:47:55 GMT",1.26613,103.84061,164.5,0.1,314,5,9622605,"OOCL BERLIN","VRLN5",70,145,221,17,31,11.6,"SGSIN>LKCMB","03-03 23:30"
263670860,"2016-02-29 15:53:11 GMT",41.18664,-8.69922,246.5,0,511,0,0,"EIRA PILOT","CSXP3",50,12,4,2,2,1.4,"LEIXOES","00-00 24:60"
229889000,"2016-02-29 15:47:58 GMT",43.69764,7.2843,285.5,0,99,5,9658733,"PHILMI","9HA3696",90,23,20,5,4,2.5,"NICE","10-23 15:00"
538005706,"2016-02-29 15:50:26 GMT",44.68449,37.84173,327.6,0.1,192,1,9714769,"INTERLINK DIGNITY","V7GF4",70,155,25,23,9,6.8,"NOVOROSSIYSK","02-29 04:00"
413902137,"2016-02-29 15:48:22 GMT",23.01574,113.51231,0,0,511,0,0,"YUE DU CHENG HUO6028","",70,46,9,9,4,3.5,"NEWYORK","01-01 08:00"
367198110,"2016-02-29 15:50:27 GMT",32.69416,-117.152,273.2,0,511,5,8030714,"VIGILANCE","WDD8357",99,10,50,3,3,4,"WCLA","02-09 02:00"
367704620,"2016-02-29 15:53:08 GMT",40.75946,-74.02155,108.7,0,511,0,0,"SUNDANCER","WDI5046",6,10,24,5,3,0,"A","00-00 24:60"
257071500,"2016-02-29 15:53:04 GMT",59.00073,9.75042,86,0,82,0,0,"LOS 110","LLHP",50,12,5,2,3,2,"LANGESUND","00-00 24:60"
367158380,"2016-02-29 15:52:15 GMT",47.67804,-122.40856,278.9,0,511,0,0,"BLUE ROSE","WDD5437",0,5,5,3,1,0,"","00-00 00:00"
412185000,"2016-02-29 15:52:29 GMT",31.58915,121.32634,140.6,0,324,1,0,"SHEN HUA 561","BRMW",70,165,25,25,7,10.7,"TAI CANG","02-29 22:20"
377793000,"2016-02-29 15:48:54 GMT",51.95749,4.03661,84.4,0.3,85,5,9234422,"SAGA","J8B5386",70,91,9,8,8,5,"ROTTERDAM","02-28 15:00"
244153421,"2016-02-29 15:53:17 GMT",53.32376,6.92085,184.9,0,511,0,0,"STELLA POLARIS","PI4943",37,18,7,3,3,2.9,"HELGOLAND VIA TG9 EL","09-27 17:00"
227789230,"2016-02-29 15:53:08 GMT",49.48424,0.15429,279.9,0,250,8,0,"OCCITANIA","FM6785",79,13,4,3,4,0,"P!2)3","00-00 00:00"
367544070,"2016-02-29 15:53:17 GMT",18.31923,-64.86683,360,0,511,0,0,"OCEAN EXPLORER","WDG5176",37,7,3,2,2,0,"","00-00 00:00"
413789375,"2016-02-29 15:51:40 GMT",31.3526,121.51701,101.1,0,101,0,0,"GUOQIANG667","",70,42,10,4,5,0,"","00-00 00:00"
244710313,"2016-02-29 15:53:12 GMT",51.70955,4.80752,0,0,511,0,0,"ZILVERMEEUW 6","PB4474",69,12,18,5,1,0.2,"DRIMMELEN","02-24 12:00"
244700131,"2016-02-29 15:52:20 GMT",51.88439,4.29052,348.7,0,511,0,0,"GROENENDAAL","PB3827",80,123,12,6,4,0,"","01-01 00:26"
276805000,"2016-02-29 15:48:15 GMT",59.46121,24.71177,123.7,0,43,5,9165877,"BOTNICA","ESJV",99,34,63,12,12,7.6,"EESTI VEED","01-14 07:00"
205364490,"2016-02-29 15:53:01 GMT",51.23955,4.4949,20.5,0,511,15,0,"SUNRISE","OT3644",79,42,8,5,2,0.1,"","00-00 24:60"
235006000,"2016-02-29 15:52:09 GMT",38.53006,-28.62547,136.8,0,511,0,0,"CHALLENGER 1","ZQCM5",36,12,10,3,3,0,"","00-00 00:00"
412024780,"2016-02-29 15:47:17 GMT",35.37544,119.54366,167.7,0.1,511,15,0,"RIGANGTUO_16","BCAC",0,15,23,4,6,0,"","00-00 24:60"
563373000,"2016-02-29 15:53:12 GMT",55.61787,12.99994,95,0.4,283,0,8202355,"ARABIAN BREEZE","S6FW",70,31,133,18,10,7,"SE MMA","02-29 16:00"
111232515,"2016-02-29 15:34:09 GMT",50.93583,-0.2008,114.9,130,196,0,,"","",,,,,,0,"","00-00 00:00"
412358350,"2016-02-29 15:52:25 GMT",24.34838,118.18613,23,0.5,95,1,0,"YU QIANG FA","BHBP",70,112,28,10,10,7.2,"ZHANG ZHOU","02-29 18:00"
576229000,"2016-02-29 15:50:57 GMT",-37.65657,176.18143,35,0,189,5,9310006,"KEN REI","YJUV5",70,154,21,16,13,7.5,"NZ TRG","02-29 10:00"
244670774,"2016-02-29 15:53:08 GMT",51.95671,4.12828,272,0,511,7,0,"ZEELAND","PB5697",80,120,15,3,9,1.3,"ANTWERPEN","02-29 20:41"
374540000,"2016-02-29 15:53:17 GMT",-19.04024,118.23571,165.1,12.2,166,0,9750828,"OLYMPIC HOPE","HPBH",70,261,31,40,5,9,"PORT HEDLAND","02-29 22:00"
247076200,"2016-02-29 15:52:02 GMT",44.10447,9.83343,0,0,511,5,9257967,"PORTOVENERE","IZFN",52,10,18,3,7,4.5,"","00-00 24:60"
413370550,"2016-02-29 15:51:44 GMT",31.6178,121.38801,360,0,511,5,0,"DA ZHONG","",60,18,39,11,2,1.9,"IDONGKOU NANMEN","02-29 19:15"
538006614,"2016-02-29 15:50:27 GMT",51.30047,4.26639,79.3,0,212,5,9726669,"MAERSK SHAMS","V7PB8",70,125,174,17,31,12.6,"ANTWERP","02-28 17:30"
367098550,"2016-02-29 15:53:08 GMT",37.58564,-123.24388,109.8,9.8,511,0,8628195,"HEIDI L.BRUSCO","WDC9175",0,0,0,0,0,3.1,"DREDGE OPERATIONS","12-03 00:00"
314419000,"2016-02-29 15:53:04 GMT",58.4609,17.46333,14.6,10.2,14,0,8908791,"TORPO","8PAK3",79,77,11,10,4,5.1,"NORRKOPING","02-29 22:00"
261198000,"2016-02-29 15:50:10 GMT",53.45776,14.59261,0,0,511,5,7704057,"PALICA","SQIS",81,41,24,6,4,3.7,"SZCZECIN><","02-29 12:00"
477845600,"2016-02-29 15:50:57 GMT",53.53065,9.95282,313.3,0,343,5,9516454,"COSCO ITALY","VRNE4",71,142,224,24,28,10.2,"HAMBURG","02-28 11:30"
357092000,"2016-02-29 15:49:17 GMT",45.45905,12.25284,164.6,0.1,299,5,9700562,"LAVIEEN ROSE","3FKN",70,153,26,19,9,10.3,"MARGHERA,ITALY","02-23 02:00"
236684000,"2016-02-29 15:53:13 GMT",54.52383,18.5522,142.6,0,84,0,9732711,"SOUND SUPPLIER","ZDPO9",52,14,12,9,2,3.2,"GDYNIA","02-29 16:00"
247061690,"2016-02-29 15:53:09 GMT",43.80629,10.1823,289.7,1.9,511,15,0,"VIPERA","IOQL",30,10,13,4,1,2.5,"","00-00 24:60"
265553970,"2016-02-29 15:52:04 GMT",57.68659,11.88721,0,0,511,0,0,"GRATIA","SJPN",36,25,4,2,3,0,"","00-00 00:00"
316025866,"2016-02-29 15:53:04 GMT",49.71258,-124.23774,121.4,0.3,511,0,0,"HECATE STRAITS","",52,7,16,2,6,4.7,"GABRIOLA_BLUFF","09-27 06:00"
232004106,"2016-02-29 15:52:23 GMT",54.68929,-1.18251,151.6,1.6,151,0,7817189,"HEORTNESSE","GBFJ",90,55,18,7,9,5,"MIDDLESBROUGH","00-00 24:60"
244670401,"2016-02-29 15:53:17 GMT",51.9617,4.02964,143,0,511,15,0,"PONTONNIER","PD3410",70,8,27,5,5,1.6,"MAASVLAKTE","02-17 04:59"
271000637,"2016-02-29 15:52:43 GMT",37.67088,25.80818,162,11.9,162,0,9225081,"CUMHURIYET","TCWJ",89,229,45,25,25,9.6,"CEYHAN","03-02 13:30"
413377870,"2016-02-29 15:49:42 GMT",31.36864,121.70761,149.2,0,25,8,0,"ZHONG HAI TUO 7","BPQJ",0,14,25,4,8,0,"","00-00 00:00"
273113600,"2016-02-29 15:49:02 GMT",51.69386,4.58749,292.6,0,162,5,8904410,"MEKHANIK KOTTSOV","UCOP",70,63,22,13,2,4.6,"MOERDIJK","02-26 13:30"
412468690,"2016-02-29 15:34:15 GMT",22.3315,114.08783,7,11.1,511,7,0,"HAI MAN","BXTT",52,17,20,6,4,3.8,"SHE KOU","03-01 23:00"
244710294,"2016-02-29 15:53:14 GMT",52.53352,5.95214,295.8,0,511,0,0,"NOVA VENTURE","PH6308",33,51,9,3,6,1.2,"KAMPEN","01-05 08:59"
246869000,"2016-02-29 15:51:19 GMT",43.52801,-1.50268,280,0,277,5,9517240,"TJONGER","PCOX",70,79,10,4,8,5.6,"BAYONNE","02-28 06:30"
306039000,"2016-02-29 15:52:23 GMT",51.97299,3.9887,153.3,0,258,5,9618783,"DOCKWISE VANGUARD","PJWC",70,33,242,63,7,7.5,"ROTTERDAM","02-28 11:00"
244670537,"2016-02-29 15:53:10 GMT",52.04534,5.10212,104.6,0,511,0,0,"DE ACHT","PH8188",99,6,12,2,3,1.3,"BOTLEKBRUG","10-29 12:55"
263402480,"2016-02-29 15:49:59 GMT",40.63252,-8.73184,332.6,0,511,15,0,"GLORIA DO MAR","CUHG 2",13,0,0,0,0,15,"","00-00 24:60"
257287000,"2016-02-29 15:53:17 GMT",58.97581,5.77131,260.6,21.1,259,0,0,"FJORDSOL","LNPV",40,9,9,3,4,0,"STAVANGER-BYOYENE","06-18 17:30"
244730818,"2016-02-29 15:52:56 GMT",51.3085,4.32381,360,0,511,0,0,"DEVONIA","PC4578",79,90,20,8,3,2,"LONDEN","01-01 17:03"
477289700,"2016-02-29 15:53:13 GMT",8.16509,-14.541,341.7,11.1,341,0,9723540,"KSL SEVILLE","VRNZ7",70,256,36,29,16,9.5,"KAMSAR","03-01 18:00"
503670200,"2016-02-29 15:51:42 GMT",-42.82652,147.30382,201.1,0.1,511,0,0,"FANDANGO","VKV6946",36,14,0,3,1,0,"","00-00 00:00"
244740575,"2016-02-29 15:53:10 GMT",52.16129,4.50136,0,0,511,0,0,"AMBIANCE","PG2148",69,8,19,4,2,0.9,"LEIDEN  H","00-00 24:60"
244620869,"2016-02-29 15:53:05 GMT",51.88941,4.36165,0,0,511,0,0,"ALPHA 3","PF2798",80,100,10,3,9,0.4,"ROTTERDAM","00-00 00:00"
304512000,"2016-02-29 15:53:15 GMT",31.0955,121.46049,41.9,0,151,5,9266310,"BBC ASIA","V2OX4",70,109,11,10,10,7.3,"SHANGHAI","02-26 07:30"
538006132,"2016-02-29 15:51:03 GMT",49.28956,-123.06987,202.5,0,179,5,9708239,"ARDMORE SEAHAWK","V7JZ8",80,149,34,8,24,8.5,"VANCOUVER","02-26 14:00"
636091599,"2016-02-29 15:50:12 GMT",26.11101,-80.07932,153.7,0.1,71,1,9433145,"BF IPANEMA","A8PT6",74,162,18,8,20,7.3,"PORT EVERGLADES","02-29 07:45"
309225000,"2016-02-29 15:52:09 GMT",58.87522,-3.06922,286,0.6,215,1,9154232,"ALFA BRITANNIA","C6PL4",81,210,38,21,22,8.5,"FLOTTA","02-29 14:00"
244690454,"2016-02-29 15:53:08 GMT",51.88903,4.31416,0,0,511,0,0,"REGGEPLUS","PB6633",80,28,7,5,2,0.3,"DEEND03940","07-21 00:00"
237808200,"2016-02-29 15:53:10 GMT",37.9569,23.60516,0,0,511,0,7825978,"PHIVOS","SXUU",60,20,80,13,4,4.5," PIRAEUS AEGINA","06-21 09:10"
215517000,"2016-02-29 15:52:27 GMT",49.4792,-0.1272,135.9,0.1,44,1,9588366,"ALYCIA","9HA2749",70,151,29,20,10,5.9,"ROUEN","02-29 10:30"
412350000,"2016-02-29 15:52:40 GMT",21.79105,113.30796,347.9,0.1,83,1,9063108,"PO YANG HU","BOFM",80,190,40,24,8,9,"ZHU_HAI","02-26 22:55"
265518880,"2016-02-29 15:53:16 GMT",57.41876,16.67787,6.3,0,91,0,0,"RESCUE BURRE","7SA2186",51,6,6,2,2,0.9,"SJORADDNING","03-02 00:00"
246300000,"2016-02-29 15:53:10 GMT",51.89334,4.41769,350.7,0,144,8,9272137,"MATADOR 3","PBHF",90,40,27,20,12,3.3,"ROTTERDAM","08-30 23:30"
205357290,"2016-02-29 15:53:17 GMT",51.30391,4.3311,0,0,511,0,0,"HEJEBA","OT3572",79,69,12,6,2,0,"JUST ASK","06-14 14:50"
244750483,"2016-02-29 15:53:17 GMT",51.78815,4.6298,0,0,511,15,0,"PERVERO","",99,4,16,1,3,0,"THAT'S THE QUESTION,","00-00 24:60"
413700480,"2016-02-29 15:53:14 GMT",24.46021,118.06603,44.1,0.1,176,0,0,"LU DAO ZHI XING","BVJY8",60,24,20,6,3,2.1,"XIAMEN","11-09 11:00"
232193000,"2016-02-29 15:53:08 GMT",37.93092,23.6827,0,0,191,15,1004443,"M/Y VARMAR-VE","MFLB7",60,26,29,6,4,0,"","00-00 24:60"
357200000,"2016-02-29 15:50:58 GMT",1.26171,103.84569,297,0,313,5,9522788,"SINAR BRANI","3FWZ7",72,130,17,24,1,9.3,"SPORE PEBGA>","02-29 12:00"
273341110,"2016-02-29 15:53:02 GMT",37.86996,23.23526,98.6,7.7,104,0,7801908,"VIKTOR BORISOV","UBVT",70,107,21,10,6,3.1,"ROSTOV","03-05 10:00"
413272030,"2016-02-29 15:52:39 GMT",39.92819,119.65352,277,0.1,70,0,0,"QIN GANG 22","",0,19,18,5,6,0,"","00-00 00:00"
366879000,"2016-02-29 15:52:18 GMT",37.81095,-122.41801,317.8,0.1,511,5,243622,"JEREMIAH OBRIEN","KXCH",73,72,66,14,4,3,"SFO 45","05-16 10:00"
229097000,"2016-02-29 15:53:13 GMT",51.95549,3.99772,179.9,6.2,511,0,9600774,"SD REBEL","9HA3067",52,6,22,4,6,5,"ROTTERDAM","07-13 08:00"
367502080,"2016-02-29 15:53:13 GMT",25.72992,-80.23208,246.4,0,194,0,0,"MY MAGGIE","WDF9132",37,0,0,0,0,2,"SEA","01-01 00:00"
261182695,"2016-02-29 15:53:03 GMT",53.5043,9.96974,332.3,1.5,511,0,0,"GRUNWALD","SR2695",79,90,10,3,7,0.3,"HAMBURG>","11-22 19:00"
244670466,"2016-02-29 15:31:36 GMT",50.70376,5.66576,34.3,8.5,511,0,0,"DINARA","PB5354",80,113,12,8,4,0.2,"VLISSINGEN","00-00 00:00"
247049900,"2016-02-29 15:53:00 GMT",44.40586,8.92232,0,0,511,0,6606026,"MOBY BABY","ICEM",69,29,70,3,15,4.5,"PTF PIO PTF","08-14 00:00"
660005760,"2016-02-29 15:37:27 GMT",-20.93922,55.28402,360,0,511,15,0,"ZEPPELIN","FAC8337",0,4,8,3,3,0,"","00-00 24:60"
244690647,"2016-02-29 15:53:12 GMT",51.82062,4.76742,129.9,0,511,0,0,"SADILE","PD3909",99,76,10,5,4,0.1,"","01-01 00:26"
245889000,"2016-02-29 15:52:49 GMT",53.96219,-5.87413,36.7,10.2,36,0,9507582,"TYPHOON","PHTY",81,80,20,3,11,2.9,"KARSTO","03-03 13:00"
244660321,"2016-02-29 15:50:53 GMT",52.42117,4.85048,329.5,0,511,5,0,"BETUWE","PI2778",70,54,9,3,4,1,"GORINCHEM","00-00 24:60"
215301000,"2016-02-29 15:52:42 GMT",37.8596,23.51927,0,0,511,1,8617952,"GIANNIS","9HJQ7",70,90,90,10,10,5.4,"PIRAEUS","12-20 12:05"
257713460,"2016-02-29 15:43:07 GMT",59.01646,6.04301,197.2,0,511,0,0,"SHANTY","LN9644",0,8,3,0,3,0,"","00-00 00:00"
308687000,"2016-02-29 15:52:08 GMT",19.00824,-95.90234,114.9,0,12,1,7503166,"CASTORO 10","C6DD9",0,1,2,3,4,5,"VERACRUZ","00-00 24:60"
273379890,"2016-02-29 15:53:09 GMT",51.33263,3.21858,226.2,0,331,0,8711306,"ANDREY OSIPOV","UBTN6",70,95,38,9,11,5.9,"SABETTA","03-12 12:00"
253384000,"2016-02-29 15:47:59 GMT",51.01692,2.18296,176.8,0,255,5,9618991,"BARTOLOMEU DIAS","LXDI",33,32,120,16,16,10,"DUNKERQUE OUEST","00-00 24:60"
518100165,"2016-02-29 15:42:03 GMT",40.86808,29.18326,95.6,0.1,304,1,9155901,"TANGO SOL","E5U3110",70,100,11,4,10,4.5,"","00-00 24:60"
338099137,"2016-02-29 15:51:57 GMT",26.20782,-80.10446,60.5,0.1,511,0,0,"ANAM CARA","",36,11,3,2,2,0,"","00-00 00:00"
257239900,"2016-02-29 15:53:12 GMT",58.87666,9.41764,343.1,0,229,15,0,"EVIS","LAZN",52,7,7,2,2,0,"KRAGERO","00-00 00:00"
265579090,"2016-02-29 15:53:10 GMT",57.70712,11.95835,333.8,0,299,15,6618811,"TRUBADUREN","SIDL",60,8,24,5,5,0,"","00-00 24:60"
230172000,"2016-02-29 15:43:01 GMT",59.53378,18.55192,241.8,11.7,242,0,8601915,"AMORELLA","OIWS",60,44,127,14,14,6.3,"STOCKHOLM","02-29 16:55"
235051998,"2016-02-29 15:42:25 GMT",-32.56303,152.80138,14.5,11.7,17,0,8521220,"PACIFIC JEWEL","MPRZ",60,46,200,18,18,8.5,"TANGALOOMA","03-01 19:15"
205654000,"2016-02-29 15:53:10 GMT",51.22765,2.9327,80,0,303,15,9691279,"DN97","ORRK",53,9,8,4,2,0.2,"ZEEBRUGGE","04-06 07:00"
211360780,"2016-02-29 15:47:17 GMT",54.10902,12.09259,360,0,511,5,0,"SANTA BARBARA ANNA","DBRO",36,38,8,4,4,3.7,"ROSTOCK","00-00 24:60"
316001271,"2016-02-29 15:53:16 GMT",50.10643,-125.05636,217.8,9.7,215,0,0,"TACHEK","VXRQ",69,20,30,5,10,7.5,"HERIOT BAY","00-00 24:60"
563012328,"2016-02-29 15:46:25 GMT",1.294,103.94177,334,0.1,511,1,9055553,"ADVENTURE","9V3679",80,22,8,5,3,3.4,"AEPB","01-27 06:15"
367309390,"2016-02-29 15:53:09 GMT",50.04512,-125.23513,335.1,5.7,333,0,7047708,"PACIFIC FREEDOM","WDD9283",32,12,25,7,3,3,"KETCHIKAN","03-02 18:00"
319520000,"2016-02-29 15:46:27 GMT",26.1115,-80.1085,348,0,10,5,1009156,"STEEL","ZCXZ6",37,27,27,5,5,3.6,"UNKNOWN","02-06 08:00"
357994000,"2016-02-29 15:52:05 GMT",1.24477,103.87341,308.2,0.1,48,1,9597408,"ASAHI OCEAN","3FNK3",70,148,27,18,11,9.7,"SGP","02-28 05:00"
231211000,"2016-02-29 15:50:52 GMT",52.39575,4.82758,0,0,269,5,8516990,"SC NORDIC","OZ2140",79,34,76,8,10,5.8,"AMSTERDAM","02-29 08:00"
366995240,"2016-02-29 15:53:16 GMT",29.5354,-90.80852,88.8,6.2,511,0,0,"CAPT FRANK GIBSON","WDC2581",31,5,15,4,4,0,"108FLEET","01-02 23:00"
230601000,"2016-02-29 15:52:38 GMT",53.51361,8.12046,233.2,0,214,5,9395276,"AURA","OJMS",33,1,101,13,12,3.9,"WILHELMSHAVEN","02-10 14:00"
212701000,"2016-02-29 15:52:01 GMT",57.14011,-2.08563,131,0.2,511,3,5354961,"MANU PEKKA","5BJH2",33,40,8,4,11,2.9,"ABERDEEN","02-14 08:00"
205365700,"2016-02-29 15:52:59 GMT",51.34599,3.85112,83.1,13.3,511,0,278528,"PRESTO","OT3657",90,72,11,4,8,3.3,"ZEEBRUGGE","02-22 03:15"
352072000,"2016-02-29 15:51:51 GMT",34.24083,135.12334,298.6,0,146,5,9266152,"SEIYO HARMONY","HPCS",70,155,22,14,14,6.1,"JP WAK","02-25 09:00"
209413000,"2016-02-29 15:52:03 GMT",34.64647,33.00721,108.4,0,511,0,0,"BRASAL AQUANAUT","5BHN3",0,25,5,4,5,0,"","00-00 00:00"
244620940,"2016-02-29 15:53:15 GMT",52.6931,6.16953,0,0,511,0,0,"VOGUE","PD7040",79,97,13,6,5,3,"(NULL)","03-11 12:20"
412329470,"2016-02-29 15:51:09 GMT",37.49524,122.13422,0,0,511,0,987654321,"WEIYOU136","",37,6,20,3,3,0,"","00-00 00:00"
431003537,"2016-02-29 15:53:15 GMT",35.54623,140.01024,234.9,0.1,341,1,9634787,"NANIWA MARU NO48","JD3365",80,82,22,12,4,5.5,">JP ANE OFF","02-29 22:00"
244670353,"2016-02-29 15:53:07 GMT",52.79553,5.60641,32.4,8.3,511,0,0,"BERJAN","PD5403",79,75,10,3,6,2.6,"VEENDAM","08-22 08:00"
244820146,"2016-02-29 15:53:15 GMT",52.038,3.909,27,2.1,29,0,9496965,"PROCYON","PCVB",50,30,51,8,5,5,"HOOK OF HOLLAND","11-30 00:00"
224101940,"2016-02-29 15:52:56 GMT",39.35412,-9.37255,290.4,0.1,18,0,8733354,"LOUCENZAS","EATU",30,16,13,4,3,4,"PENICHE","06-15 15:00"
244620835,"2016-02-29 15:53:11 GMT",51.8829,4.42717,232.1,0,511,0,0,"BARBARA V","PI2845",80,58,12,3,4,2.5,"ROTTERDAM","10-25 10:00"
244110862,"2016-02-29 15:52:46 GMT",52.3798,4.89563,44,5.3,511,0,0,"AMSTEL ROBIJN","",69,2,18,3,1,0,"","00-00 24:60"
305260000,"2016-02-29 15:52:11 GMT",41.18482,-8.70129,201,0,232,5,9433456,"SOPHIA","V2DM8",71,120,10,14,7,6.1,"LEIXOES","02-28 18:00"
230945000,"2016-02-29 15:51:35 GMT",59.70587,28.42656,64.3,0,1,5,9235892,"MASTERA","OJKE",80,198,54,17,27,8.9,"FISKV-RUULU","02-29 15:00"
245931000,"2016-02-29 15:53:08 GMT",51.96388,4.09508,117,0,116,0,9507051,"BRENT","PBNY",52,12,20,6,7,5.6,"PORT OPERATIONS","01-01 01:00"
237641000,"2016-02-29 15:51:13 GMT",37.94357,23.63498,139,0,215,5,9204063,"KNOSSOS PALACE","SYQO",69,22,192,15,11,7,"HERAKLIO","03-01 04:30"
413300080,"2016-02-29 15:42:56 GMT",38.99606,117.68787,0,0,511,5,0,"HAI BAO 3 HAO","BFDW",99,7,31,3,3,2,"TIANJINGANG","04-17 22:20"
244690765,"2016-02-29 15:53:13 GMT",52.63784,5.063,359.8,0,511,5,0,"RIVAL","PF9692",66,28,1,3,3,1.2,"HOORN","00-00 24:60"
367189890,"2016-02-29 15:52:10 GMT",34.14867,-119.20283,5,0,270,0,1193859,"ADELE ELISE","WDD7691",0,25,45,8,8,3.5,"PLATFORM IRENE","02-28 12:30"
636092637,"2016-02-29 15:50:50 GMT",52.15214,3.68728,348.8,0.1,57,0,9225433,"AS VEGA","D5IM3",70,176,18,13,15,8.9,"RTM ANCHOR","02-28 08:26"
413970627,"2016-02-29 15:49:28 GMT",22.97736,113.52469,153,6.2,511,0,0,"HUI JIN QIAO 07","",79,2,48,7,9,4,"SANSHAN","00-00 00:00"
244660833,"2016-02-29 15:53:08 GMT",52.4597,5.03877,68.7,0,511,15,0,"DE VRIENDSCHAP","PH3173",36,37,1,3,3,1.6,"DAGTOCHT MARKERMEER","00-00 24:60"
211689390,"2016-02-29 15:53:17 GMT",51.6143,7.45779,360,0,511,15,0,"KVB RHENUS DUISBURG","DF8515",79,98,12,4,8,2.8,"LUENEN","02-28 12:00"
205155000,"2016-02-29 15:53:13 GMT",51.23219,2.93516,360,102.3,352,7,0,"MFV Z67 RUBENS","OPCO",30,17,17,6,2,4.5,"","00-00 24:60"
210047000,"2016-02-29 15:51:03 GMT",51.09178,3.74965,158.7,0,154,5,9519030,"MSM DOLORES","5BQF3",70,94,16,12,4,5.8,"GHENT","02-26 15:00"
372105000,"2016-02-29 15:52:44 GMT",51.27505,3.84425,37.7,0,0,5,9251042,"MOHAC","3FOX4",70,119,16,6,16,5.3,"SLUISKIL","02-25 10:00"
412070420,"2016-02-29 15:48:54 GMT",24.42472,118.05188,6,0,97,1,9478054,"CHANGJING 2","BTXV",33,25,108,12,12,8.6,"DREDGE HERE","02-23 09:00"
477685200,"2016-02-29 15:53:08 GMT",46.19086,-123.91566,100.9,9.9,100,0,9443396,"CAPE MORETON","VRGG6",70,158,22,7,21,5.8,"VANCOUVER USA","02-29 06:00"
311000445,"2016-02-29 15:51:59 GMT",59.82037,5.26594,299.9,0,140,5,9378149,"ACERGY VIKING","C6CD9",70,32,66,8,12,6.9,"RUBBESTADNESET","12-19 12:00"
370251000,"2016-02-29 15:53:08 GMT",51.81904,4.76392,27.1,0,206,0,0,"PRINS 3","HO6970",70,61,4,4,7,1.8,"SLIEDRECHT","01-26 22:00"
367562820,"2016-02-29 15:53:13 GMT",29.54441,-90.75809,26.8,9.3,26,0,0,"BREWSTER KNOTT","WDG6998",32,7,20,8,2,3,"HOUSTON,TX","02-22 00:00"
305381000,"2016-02-29 15:50:58 GMT",51.90427,4.35666,82.6,0,65,5,9184823,"FLEX  EMDEN","V2EC2",70,47,48,7,6,3.9,"ROTTERDAM","02-26 16:00"
412476170,"2016-02-29 15:52:44 GMT",22.1781,113.78517,35.9,9.3,511,0,0,"TAI*HK  YU SHENG658","BYTF",70,70,29,8,8,5.5,"TAISHAN/HONGKONG","12-06 22:00"
232004102,"2016-02-29 15:51:01 GMT",53.49256,0.26912,30.7,3.8,43,3,9008495,"CAMERON","MYEK6",99,22,11,6,5,2.2,"DONNA NOOK","02-27 20:00"
244660393,"2016-02-29 15:51:04 GMT",51.88891,4.31651,176.3,0.1,511,5,0,"EINSTEIN","PD4485",80,69,17,4,8,2.2,"NLXXX9985TDOCKX00005","00-00 00:00"
367507090,"2016-02-29 15:53:12 GMT",32.29119,-90.92385,360,0,511,0,0,"LANTANA","WDF9624",52,0,0,0,0,0,"","00-00 00:00"
273816010,"2016-02-29 15:53:05 GMT",36.88501,122.43812,263.5,0,297,5,8225711,"BEREG MECHTY"," UIIC",70,109,43,17,5,9,"SHIDAO CHINA","07-10 12:00"
